2593712163,21,21,504.3128,394.7285,1
2593717164,21,21,504.9392,394.3308,1
2593722162,21,21,505.2421,393.5732,1
2593727171,21,21,504.8757,392.9254,1
2593732164,21,21,504.0174,392.2849,1
2593737163,21,21,502.4214,391.1564,1
2593742164,21,21,501.3593,390.4426,1
2593747163,21,21,501.6622,389.9866,1
2593752163,21,20,501.9075,389.4998,1
2593757165,21,20,501.4702,389.4917,1
2593762163,21,21,500.4625,390.17,1
2593767173,22,21,500.0693,391.2504,1
2593772170,22,21,501.6915,391.2761,1
2593777163,21,20,504.1726,390.7836,1
2593782163,21,21,504.7853,391.4687,1
2593787164,21,21,504.7866,392.3737,1
2593792164,21,21,502.6724,394.3274,1
2593797163,21,20,501.002,395.1886,1
2593802164,21,21,501.263,394.8831,1
2593807162,21,21,501.5445,393.7413,1
2593812162,21,21,501.7886,392.8334,1
2593817165,22,21,501.0862,392.6399,1
2593822163,22,21,500.8954,393.6723,1
2593827163,22,21,502.2818,392.7883,1
2593832163,22,21,504.1535,393.2619,1
2593837161,22,21,506.597,393.7601,1
2593842164,21,21,507.2597,394.4651,1
2593847162,21,21,507.2792,395.2086,1
2593852172,21,21,507.4968,395.3406,1
2593857165,21,21,507.2919,395.2924,1
2593862160,21,21,507.4876,394.8221,1
2593867163,21,21,507.5796,394.4774,1
2593872163,21,21,507.5076,394.0728,1
2593877164,21,21,508.8563,393.8735,1
2593882165,21,21,509.3074,393.8549,1
2593887164,21,21,509.1626,393.9392,1
2593892170,22,21,509.5192,393.5731,1
2593897168,22,21,509.9391,393.2013,1
2593902162,22,22,510.7266,392.1248,1
2593907163,22,22,510.1775,391.5739,2
2593912163,22,21,508.8674,389.7756,2
2593917162,21,21,507.7584,344.0124,2
2593922162,22,21,507.5888,298.2114,2
2593927164,22,21,506.8774,277.4024,2
2593932171,21,21,502.8179,278.7753,2
2593937172,21,21,500.3085,278.1009,1
2593942162,22,21,499.6329,278.1261,1
2593947162,22,21,499.3871,277.027,1
2593952160,22,22,498.1191,279.3038,1
2593957163,22,21,497.2967,284.3159,1
2593962164,22,21,497.3517,283.9596,1
2593967162,22,22,498.9538,279.9082,1
2593972163,22,21,500.9906,277.9258,1
2593977169,22,21,502.2674,277.664,1
2593982166,22,21,502.8043,277.6722,1
2593987161,22,21,501.7138,278.4736,1
2593992162,22,21,499.2569,279.7683,1
2593997163,22,21,496.4263,281.3332,1
2594002161,22,21,494.1944,282.1437,1
2594007163,22,21,493.2242,282.1357,1
2594012162,22,21,492.1736,281.9988,1
2594017170,22,21,492.3893,281.9579,1
2594022166,22,21,493.3754,281.9762,1
2594027163,22,21,495.0086,281.7681,1
2594032162,22,21,497.9584,281.4921,1
2594037163,22,21,499.5475,282.2577,1
2594042161,22,21,499.7123,283.9392,1
2594047163,22,21,497.5419,285.5506,1
2594052163,22,21,494.3634,286.3621,1
2594057168,22,21,491.9931,286.1047,1
2594062170,23,21,491.4893,285.1988,1
2594067162,23,21,492.3351,283.8918,1
2594072163,23,21,493.0748,282.8828,1
2594077163,23,21,493.0455,282.5826,1
2594082161,23,21,493.6046,282.5897,1
2594087160,23,21,493.5089,283.0301,1
2594092161,23,21,493.9941,282.7684,1
2594097163,23,21,494.5439,282.9058,1
2594102168,23,21,494.1089,282.9656,1
2594107163,23,21,493.6029,283.7992,1
2594112162,23,21,492.8123,284.7897,1
2594117161,23,21,492.5236,285.2834,1
2594122161,22,21,492.703,286.1489,1
2594127162,22,21,493.5761,286.3582,1
2594132162,22,21,495.0954,286.0564,1
2594137162,22,21,496.5693,285.362,1
2594142169,22,21,498.3638,284.6335,1
2594147163,22,21,499.0653,284.7056,1
2594152163,22,21,498.9627,284.3889,1
2594157161,22,21,498.4601,284.1942,1
2594162163,23,21,497.165,283.8009,1
2594167162,23,21,495.8836,283.1457,1
2594172161,23,21,495.3628,282.0752,1
2594177163,23,21,494.6032,281.1345,1
2594182165,23,21,494.8383,280.8889,1
2594187169,23,21,495.2547,280.0346,1
2594192162,23,21,494.7379,281.4661,1
2594197163,23,21,493.449,282.9605,1
2594202162,23,21,492.9552,284.434,1
2594207160,23,20,493.2853,284.2254,1
2594212161,23,21,494.7208,284.536,1
2594217162,22,21,497.5967,285.2199,1
2594222163,22,21,500.1755,286.0273,1
2594227161,22,21,500.884,286.1436,1
2594232159,23,22,501.3065,285.0916,1
2594237161,23,21,501.0752,285.1405,1
2594242161,23,22,501.0256,283.8434,1
2594247162,23,22,501.1695,282.8847,1
2594252162,23,22,501.1052,282.1871,1
2594257160,23,21,501.128,281.3683,1
2594262161,23,22,501.235,281.2249,1
2594267171,23,21,500.9219,280.3553,1
2594272162,23,21,500.6078,279.3716,1
2594277162,23,22,500.5038,279.3918,1
2594282162,23,22,500.2372,278.6704,1
2594287162,23,22,500.8597,279.001,1
