1663645774,22,21,545.1955,377.2646,1
1663647776,22,21,545.514,377.5505,1
1663649786,21,21,545.4684999999999,378.0517,1
1663651785,22,20,544.5245,378.5758,1
1663653786,22,21,544.89,377.6012,1
1663655786,21,20,543.7411,377.5489,1
1663657786,22,20,544.3092,377.1846,1
1663659785,22,21,544.9376,376.3417,1
1663661785,22,20,544.7146,375.3195,1
1663663785,22,21,544.5961,375.2409,1
1663665785,21,21,545.8544000000001,375.8846,1
1663667786,22,20,546.0888,376.2987,1
1663669787,21,20,547.0749,377.712,1
1663671787,21,20,545.2607,376.5816,1
1663673792,21,20,544.995,375.5026,1
1663675794,22,21,546.9297,375.1889,1
1663677790,21,20,546.7957,374.729,1
1663679788,22,21,548.5042999999999,375.7601,1
1663681786,22,21,549.2059,376.6913,1
1663683787,22,20,549.6792,376.9086,1
1663685783,21,20,549.8744,376.7771,1
1663687783,22,21,549.6699,376.9654,1
1663689784,23,20,549.8642,376.9857,1
1663691785,21,20,549.3598,376.8645,1
1663693795,23,20,548.9387,376.7682,1
1663695793,21,20,546.6187,376.7538,1
1663697795,21,20,546.1310999999999,378.5158,1
1663699795,22,21,545.8259,376.9089,1
1663701798,21,20,545.6790999999999,377.8802,1
1663703795,21,20,546.0587,377.4215,1
1663705796,22,21,546.6259,376.8696,1
1663707794,21,20,547.5797,378.4074,1
1663709795,21,20,547.8843000000001,377.386,1
1663711794,22,20,548.3479,376.8004,1
1663713802,21,20,547.8423,376.5724,1
1663715795,23,20,547.5039,376.5878,1
1663717802,21,20,547.5778,376.9542,1
1663719798,22,20,546.4065000000001,376.7583,1
1663721795,21,21,544.5252,375.7326,1
1663723796,22,20,544.133,375.0744,1
1663725794,22,20,546.0847,374.6406,1
1663727795,21,20,546.2842000000001,373.6176,1
1663729795,22,21,546.6213,374.1913,1
1663731794,21,20,546.5553,375.7523,1
1663733794,22,20,546.8472,375.2856,1
1663735797,22,20,547.4872,374.8293,1
1663737806,21,20,545.8593,373.5193,1
1663739804,21,20,544.3241,372.5337,1
1663741804,21,20,544.2793,374.7923,1
1663743804,21,20,545.5051,376.247,1
1663745805,21,20,546.5827,375.1824,1
1663747806,22,20,547.3226,375.4953,1
1663749806,21,20,547.6086,375.2732,1
1663751802,22,20,546.4081,375.0044,1
1663753804,22,20,547.1275000000001,375.6276,1
1663755805,21,20,547.1294,376.129,1
1663757807,22,21,546.0184,374.9218,1
1663759808,22,21,544.646,373.595,1
1663761807,22,20,543.7563,374.87,1
1663763806,23,20,543.6649,375.2127,1
1663765805,21,20,544.0191,375.326,1
1663767805,21,20,543.1432,375.2299,1
1663769806,22,20,543.3169,374.2741,1
1663771805,21,20,543.1744,374.3009,1
1663773805,22,20,544.0064,373.9601,1
1663775806,21,21,544.7483999999999,373.6621,1
1663777805,22,20,545.13,374.1244,1
1663779805,21,20,545.2923,374.8389,1
1663781814,22,21,546.5237,376.4141,1
1663783814,21,20,545.9983,375.1576,1
1663785814,22,20,546.0068,375.0262,1
1663787813,21,20,545.6271,373.7122,1
1663789814,21,21,545.4697,373.1266,1
1663791814,21,20,545.0141,373.674,1
1663793814,21,21,545.4354,374.7189,1
1663795814,21,20,546.3311,375.3168,1
1663797811,22,20,546.9636,375.0625,1
1663799814,22,21,547.4485,374.9997,1
1663801819,21,20,546.8819999999999,373.4755,1
1663803819,21,20,547.5612,373.3507,1
1663805815,22,21,547.7807,375.5962,1
1663807814,21,21,548.3047,377.3766,1
1663809815,22,20,548.3755,377.032,1
1663811815,22,21,547.4228000000001,376.6001,1
1663813814,22,20,547.4312,375.9408,1
1663815814,23,20,547.8235,375.2909,1
1663817814,23,21,547.2175,376.15,1
1663819814,22,20,547.1685,376.0402,1
1663821816,22,20,546.7644,375.649,1
1663823816,22,20,546.9551,376.1903,1
1663825826,22,20,548.0288,375.0961,1
